GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2008,2008,2008,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,1784.0,1784.0 [1313.5-2350.0],1313.5,2350.0
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-malnutrition-%28weight-for-height-2-or--2-standard-deviation-from-the-median-of-the-who-child-growth-standards%29-among-children-under-5-years-of-age-by-type-%28wasting-and-overweight%29-%28sdg-2.2.2%29,2009,2009,2009,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,4.0,4.0 [2.6-6.2],2.6,6.2
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2008,2008,2008,AFR,Africa,UGA,Uganda,SEVERITY,SEVERITY_SEVERE,Severe,250.0,250 [166-335],166.0,335.0
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2009,2009,2009,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,5.51357,5.5 [4.8-6.3],4.7633,6.33411
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2012,2012,2012,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,7.6,7.6 [4.9-11.5],4.9,11.5
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2006,2006,2006,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,14.8,14.8 [12.2-18.0],12.2,18.0
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2012,2012,2012,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,9.5,9.5 [5.4-16.4],5.4,16.4
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-malnutrition-%28weight-for-height-2-or--2-standard-deviation-from-the-median-of-the-who-child-growth-standards%29-among-children-under-5-years-of-age-by-type-%28wasting-and-overweight%29-%28sdg-2.2.2%29,1988,1988,1988,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,3.6,3.6 [2.6-4.9],2.6,4.9
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-wasting-among-children-under-five-years-of-age-%28-weight-for-height--2-sd-%29-%28sdg-2.2.2%29,2016,2016,2016,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,3.8,3.8 [2.5-5.9],2.5,5.9
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-malnutrition-%28weight-for-height-2-or--2-standard-deviation-from-the-median-of-the-who-child-growth-standards%29-among-children-under-5-years-of-age-by-type-%28wasting-and-overweight%29-%28sdg-2.2.2%29,2015,2015,2015,AFR,Africa,UGA,Uganda,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,4.5,4.5,,
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-malnutrition-%28weight-for-height-2-or--2-standard-deviation-from-the-median-of-the-who-child-growth-standards%29-among-children-under-5-years-of-age-by-type-%28wasting-and-overweight%29-%28sdg-2.2.2%29,2009,2009,2009,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,2.3,2.3 [0.9-6.0],0.9,6.0
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2009,2009,2009,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS12-23,12 to 23 months,43.1,43.1 [37.4-48.9],37.4,48.9
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-malnutrition-%28weight-for-height-2-or--2-standard-deviation-from-the-median-of-the-who-child-growth-standards%29-among-children-under-5-years-of-age-by-type-%28wasting-and-overweight%29-%28sdg-2.2.2%29,2011,2011,2011,AFR,Africa,UGA,Uganda,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),3.0,3.0 [1.6-5.3],1.6,5.3
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2015,2015,2015,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,23.4,23.4 [13.7-37.2],13.7,37.2
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,2012,2012,2012,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,7.67573,7.7 [6.8-8.6],6.80677,8.58237
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2012,2012,2012,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,42.3,42.3 [25.2-61.5],25.2,61.5
NUT_BF_EVBF,Ever breastfed,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ever-breastfed,1988,1988,1988,AFR,Africa,UGA,Uganda,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_SECONDARY,Secondary education,96.6,96.6,,
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-wasting-among-children-under-five-years-of-age-%28-weight-for-height--2-sd-%29-%28sdg-2.2.2%29,2009,2009,2009,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS24-35,24 to 35 months,4.3,4.3 [2.5-7.3],2.5,7.3
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2003,2003,2003,AFR,Africa,UGA,Uganda,SEVERITY,SEVERITY_MODERATE,Moderate,41.9,41.9 [36.5-47.0],36.5,47.0
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1991,1991,1991,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,4.77237,4.8 [2.7-7.5],2.7403,7.46385
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-wasting-among-children-under-five-years-of-age-%28-weight-for-height--2-sd-%29-%28sdg-2.2.2%29,1995,1995,1995,AFR,Africa,UGA,Uganda,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,6.0,6,,
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2006,2006,2006,AFR,Africa,UGA,Uganda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_TOTL,Total,16.3,16.3 [14.6-18.1],14.6,18.1
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2022,2022,2022,AFR,Africa,UGA,Uganda,WEALTHTERCILE,WEALTHTERCILE_TOTL,Total,24.4,24.4,,
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,1996,1996,1996,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,3.6599,3.7 [2.4-5.2],2.39998,5.20243
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-malnutrition-%28weight-for-height-2-or--2-standard-deviation-from-the-median-of-the-who-child-growth-standards%29-among-children-under-5-years-of-age-by-type-%28wasting-and-overweight%29-%28sdg-2.2.2%29,2020,2020,2020,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,0.0,0.0 [0.0-0.0],0.0,0.0
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-wasting-among-children-under-five-years-of-age-%28-weight-for-height--2-sd-%29-%28sdg-2.2.2%29,2011,2011,2011,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,2.5,2.5 [1.6-3.9],1.6,3.9
NUT_CF_EFF,Egg and/or Flesh Food Consumption 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/egg-and-or-flesh-food-consumption-6-23-months,2011,2011,2011,AFR,Africa,UGA,Uganda,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_HIGHER,Higher education,50.0,50.0 [36.3-63.8],36.3,63.8
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/zero-vegetable-or-fruit-consumption--6-23-months,2016,2016,2016,AFR,Africa,UGA,Uganda,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,Secondary or higher,45.7,45.7 [41.8-49.6],41.8,49.6
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2009,2009,2009,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,16.8,16.8 [14.0-20.1],14.0,20.1
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2018,2018,2018,AFR,Africa,UGA,Uganda,WEALTHDECILE,WEALTHDECILE_TOTL,Total,7.7,7.7 [6.2-9.6],6.2,9.6
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-malnutrition-%28weight-for-height-2-or--2-standard-deviation-from-the-median-of-the-who-child-growth-standards%29-among-children-under-5-years-of-age-by-type-%28wasting-and-overweight%29-%28sdg-2.2.2%29,2000,2000,2000,AFR,Africa,UGA,Uganda,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,4.9,4.9 [4.4-5.6],4.4,5.6
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1988,1988,1988,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,20.3,20.3 [16.3-25.0],16.3,25.0
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/early-initiation-of-breastfeeding--children-born-in-the-last-24-months,1995,1995,1995,AFR,Africa,UGA,Uganda,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,Primary,45.6,45.6,,
NUT_BF_CBF,Continued breastfeeding 12-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/continued-breastfeeding-12-23-months,2000,2000,2000,AFR,Africa,UGA,Uganda,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,72.6,72.6 [69.7-75.4],69.7,75.4
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2020,2020,2020,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,10.1458,10.1 [8.7-11.7],8.74532,11.66211
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2018,2018,2018,AFR,Africa,UGA,Uganda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_TOTL,Total,23.9,23.9 [21.3-26.7],21.3,26.7
NUT_BF_CBF,Continued breastfeeding 12-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/continued-breastfeeding-12-23-months,2011,2011,2011,AFR,Africa,UGA,Uganda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP60,Wealth - Top 60%,62.8,62.8 [58.3-67.2],58.3,67.2
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/zero-vegetable-or-fruit-consumption--6-23-months,2016,2016,2016,AFR,Africa,UGA,Uganda,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_NONE_PRIMARY,None and primary education,42.9,42.9 [40.6-45.2],40.6,45.2
NUT_CF_MMF,Minimum Meal Frequency 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-meal-frequency-6-23-months,2011,2011,2011,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS20-23,20 to 23 months,43.1,43.1 [37.7-48.8],37.7,48.8
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-malnutrition-%28weight-for-height-2-or--2-standard-deviation-from-the-median-of-the-who-child-growth-standards%29-among-children-under-5-years-of-age-by-type-%28wasting-and-overweight%29-%28sdg-2.2.2%29,2016,2016,2016,AFR,Africa,UGA,Uganda,WEALTHDECILE,WEALTHDECILE_TOTL,Total,3.7,3.7 [3.2-4.4],3.2,4.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2011,2011,2011,AFR,Africa,UGA,Uganda,WEALTHTERCILE,WEALTHTERCILE_TOTL,Total,14.1,14.1 [12.4-16.0],12.4,16.0
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-wasting-among-children-under-five-years-of-age-%28-weight-for-height--2-sd-%29-%28sdg-2.2.2%29,1988,1988,1988,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,4.2,4.2 [1.9-8.8],1.9,8.8
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1988,1988,1988,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,43.6,43.6 [34.3-53.4],34.3,53.4
NUTSTUNTINGNUM,"Stunting numbers among children under 5 years of age (millions), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-stunting-numbers-%28in-millions%29,2011,2011,2011,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,1174.4,1174.4 [1135.0-1218.3],1135.0,1218.3
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2007,2007,2007,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,0.55036,0.6 [0.3-0.8],0.34276,0.8311
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-wasting-among-children-under-five-years-of-age-%28-weight-for-height--2-sd-%29-%28sdg-2.2.2%29,2006,2006,2006,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,6.2,6.2 [5.3-7.3],5.3,7.3
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2011,2011,2011,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS30-35,30 to 35 months,43.3,43.3 [36.6-50.4],36.6,50.4
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2009,2009,2009,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,3.0,3.0 [1.4-6.0],1.4,6.0
NUTSTUNTINGPREV,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2004,2004,2004,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,39.2,39.2 [37.4-41.1],37.4,41.1
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2011,2011,2011,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,37.0,37.0 [27.4-47.8],27.4,47.8
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,1993,1993,1993,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,7.79894,7.8 [6.4-9.3],6.43352,9.27911
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2012,2012,2012,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS0-11,0 to 11 months,1.0,1.0 [0.4-2.8],0.4,2.8
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1988,1988,1988,AFR,Africa,UGA,Uganda,,,,47.7,47.7 [45.3-50.1],45.3,50.1
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2012,2012,2012,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,0.0,0.0 [0.0-0.0],0.0,0.0
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2016,2016,2016,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,3.0,3.0 [1.3-6.9],1.3,6.9
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2006,2006,2006,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,29.3,29.3 [25.7-33.2],25.7,33.2
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/introduction-of-solid--semi-solid-or-soft-foods-6-8-months,2011,2011,2011,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,75.2,75.2 [65.7-82.7],65.7,82.7
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2019,2019,2019,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,15.27997,15.3 [12.8-17.9],12.76923,17.94961
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2016,2016,2016,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS6-23,6 to 23 months,2.0,2.0 [1.3-2.9],1.3,2.9
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2006,2006,2006,AFR,Africa,UGA,Uganda,,,,2.2,2.2 [1.6-3.0],1.6,3.0
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-wasting-among-children-under-five-years-of-age-%28-weight-for-height--2-sd-%29-%28sdg-2.2.2%29,2020,2020,2020,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,2.1,2.1 [0.7-6.5],0.7,6.5
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2000,2000,2000,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,0.23971,0.2 [0.0-0.7],0.03947,0.71671
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2011,2011,2011,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,0.0,0.0 [0.0-0.0],0.0,0.0
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2006,2006,2006,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS6-11,6 to 11 months,24.1,24.1 [18.8-30.5],18.8,30.5
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2011,2011,2011,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,11.2,11.2 [6.3-19.0],6.3,19.0
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2015,2015,2015,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS36-59,36 to 59 months,26.9,26.9 [21.7-32.7],21.7,32.7
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2000,2000,2000,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,48.2,48.2 [44.9-51.5],44.9,51.5
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2014,2014,2014,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,6.93881,6.9 [5.7-8.3],5.69964,8.32888
