GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,402.13836,402.1,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2014,2014,2014,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,32118.0,32 118 [28 408-36 188],28408.0,36188.0
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2007,2007,2007,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,28113.0,28 113 [25 254-31 158],25254.0,31158.0
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1954,1954,1954,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,23946.0,23 946 [18 706-30 540],18706.0,30540.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2023,2023,2023,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,4.52851,4.5 [1.1-10.2],1.11569,10.1796
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2012,2012,2012,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1992,1992,1992,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,27.86961,27.9 [22.7-33.5],22.67473,33.52888
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1990,1990,1990,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,2114.0,2114 [1035-3256],1035.0,3256.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2013,2013,2013,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,3915.71364,3916,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,9511.80104,9512,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2006,2006,2006,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,56715.0,56 715 [52 659-60 791],52659.0,60791.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2011,2011,2011,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,16.1265,16.1 [12.1-20.7],12.07694,20.65264
CM_03,Number of neonatal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-neonatal-deaths,1995,1995,1995,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,36604.0,36 604 [32 651-40 821],32651.0,40821.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01009,0,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2023,2023,2023,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,20514.0,20 514 [13 370-30 987],13370.0,30987.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2012,2012,2012,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,2125.99161,2126,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1997,1997,1997,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,104.84849,104.8 [98.5-111.8],98.49017,111.75793
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,8210.71143,8211,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,5.79693,5.8,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2015,2015,2015,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,5260.0,5260 [3853-7169],3853.0,7169.0
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2010,2010,2010,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,17.54123,17.5 [14.6-21.0],14.58963,21.035
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2023,2023,2023,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,10162.0,10 162 [6985-13 207],6985.0,13207.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2009,2009,2009,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,9.99527,10.0 [8.0-12.3],7.9943,12.332
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2002,2002,2002,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.02469,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001,2001,2001,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,1313.80394,1314,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1995,1995,1995,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,126.25937,126.3 [112.8-140.6],112.81681,140.56656
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2016,2016,2016,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.74453,0.7,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,6.14604,6.1,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1992,1992,1992,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,94586.0,94 586 [89 190-100 364],89190.0,100364.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2000,2000,2000,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.5037,0.5,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1990,1990,1990,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,92737.0,92 737 [87 362-98 473],87362.0,98473.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2011,2011,2011,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.01828,0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1999,1999,1999,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,168.58302,168.6 [152.4-185.8],152.39433,185.83991
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,1973,1973,1973,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,52.0044,52.0 [45.0-59.7],44.95552,59.70889
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2002,2002,2002,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,32282.0,32 282 [29 335-35 385],29335.0,35385.0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1981,1981,1981,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,118.74318,118.7 [109.3-128.9],109.33536,128.90697
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2003,2003,2003,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,21909.0,21 909 [19 651-24 347],19651.0,24347.0
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2018,2018,2018,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,10927.0,10 927 [8110-13 747],8110.0,13747.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2010,2010,2010,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,2621.75254,2621.8,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,9423.20604,9423.2,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2011,2011,2011,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,5198.0,5198 [4130-6498],4130.0,6498.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,4127.09996,4127.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2010,2010,2010,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,6.42795,6.4,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,2.72058,2.7,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.03902,1,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,1991,1991,1991,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,19.21393,19.2 [16.6-22.3],16.60696,22.26723
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,1993,1993,1993,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,15401.0,15 401 [13 747-17 324],13747.0,17324.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,1233.21341,1233,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,2010,2010,2010,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,25.13826,25.1 [22.3-28.3],22.34171,28.32504
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.08341,0.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2007,2007,2007,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.30375,0.3,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008,2008,2008,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,11.59234,11.6,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,7.55861,7.6,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2006,2006,2006,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.19688,0.2,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.06544,1.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2002,2002,2002,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.12916,3.1,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2011,2011,2011,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,9198.0,9198 [7442-11 288],7442.0,11288.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2019,2019,2019,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,9049.0,9049 [6038-13 214],6038.0,13214.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2016,2016,2016,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,1.26398,1.3,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,10877.80676,10877.8,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2022,2022,2022,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,44.09588,44.1 [29.4-65.4],29.36059,65.3982
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,4200.19489,4200,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1973,1973,1973,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,195.68702,195.7 [177.4-216.0],177.3842,215.97333
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.25012,0.3,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2000,2000,2000,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,4.25041,4.3,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2020,2020,2020,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,4.90768,4.9 [1.3-10.3],1.26158,10.27188
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,1995,1995,1995,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,7882.0,7882 [6978-8897],6978.0,8897.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1965,1965,1965,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,192.69311,192.7 [169.4-219.7],169.36513,219.72653
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2012,2012,2012,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,428.23219,428.2,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2020,2020,2020,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2015,2015,2015,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,60.44702,60.4 [51.3-71.3],51.28283,71.34661
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1991,1991,1991,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,93667.0,93 667 [88 286-99 464],88286.0,99464.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2010,2010,2010,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,5775.35988,5775.4,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003,2003,2003,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.64155,0.6,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1994,1994,1994,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,99.68781,99.7 [93.8-105.8],93.80361,105.77991
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2011,2011,2011,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,43527.0,43 527 [39 761-47 595],39761.0,47595.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2000,2000,2000,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,4.89494,4.9,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2004,2004,2004,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,20.30041,20.3 [17.8-23.0],17.80305,23.04147
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2003,2003,2003,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,126.23928,126.2 [114.9-138.8],114.90126,138.76241
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2013,2013,2013,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,8956.03835,8956.0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2012,2012,2012,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,15728.48842,15 728,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2004,2004,2004,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,6977.0,6977 [5603-8471],5603.0,8471.0
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2018,2018,2018,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,15577.0,15 577 [11 985-20 174],11985.0,20174.0
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2010,2010,2010,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,37481.0,37 481 [34 422-40 660],34422.0,40660.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2023,2023,2023,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,10.40241,10.4 [6.1-16.0],6.1049,15.97675
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,2692.29762,2692.3,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2004,2004,2004,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,8518.0,8518 [7252-9921],7252.0,9921.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,1854.93113,1854.9,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2021,2021,2021,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,4995.0,4995 [3475-6543],3475.0,6543.0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2005,2005,2005,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,73.06999,73.1 [68.2-78.4],68.15287,78.371
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2019,2019,2019,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,5.71157,5.7 [1.5-11.4],1.54949,11.44037
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1999,1999,1999,AFR,Africa,UGA,Uganda,SEX,SEX_MLE,Male,89065.0,89 065 [83 418-94 647],83418.0,94647.0
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1956,1956,1956,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,44322.0,44 322 [37 112-52 927],37112.0,52927.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001,2001,2001,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.11591,0.1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006,2006,2006,AFR,Africa,UGA,Uganda,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.10147,0.1,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2003,2003,2003,AFR,Africa,UGA,Uganda,SEX,SEX_BTSX,Both sexes,1925.15927,1925.2,,
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,2023,2023,2023,AFR,Africa,UGA,Uganda,SEX,SEX_FMLE,Female,7704.0,7704 [5280-11 547],5280.0,11547.0
